strategy,pattern,severity,impact_score,loop_depth,is_inside_loop,relative_line_position,execution_count_at_line,avg_time_ms_at_line,line_dominance,function_call_count,max_recursion_depth,complexity_ordinal,pattern_frequency,severity_encoded,pat_constant_folding,pat_dead_code,pat_hot_loop,pat_loop_invariant,pat_nested_loops,pat_repeated_computation,pat_unused_vars
mixed,nested_loops,low,6.0,2,1,0.5484,0,0.0,0.0,3,0,5,0.11946050096339114,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mixed,nested_loops,low,6.0,2,1,0.7419,0,0.0,0.0,3,0,5,0.11946050096339114,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mixed,unused_vars,low,3.0,0,0,0.0323,0,0.0,0.0,3,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.2581,1,0.001,0.009615,3,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.2903,1,0.001,0.009615,3,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.3226,1,0.001,0.009615,3,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.0455,0,0.0,0.0,0,0,2,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.3636,1,0.001,0.058824,0,0,2,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.4091,1,0.001,0.058824,0,0,2,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.4545,1,0.001,0.058824,0,0,2,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,repeated_computation,medium,8.0,1,1,0.619,8,0.003,0.131148,3,0,5,0.01348747591522158,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mixed,repeated_computation,medium,8.0,1,1,0.7241,8,0.008,0.121212,3,0,5,0.01348747591522158,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mixed,unused_vars,low,3.0,0,0,0.1724,1,0.003,0.015152,3,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.2069,1,0.002,0.015152,3,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.2414,1,0.003,0.015152,3,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.2759,1,0.002,0.015152,3,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.3103,1,0.001,0.015152,3,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.3462,1,0.0,0.047619,0,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.2692,1,0.002,0.047619,0,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.2308,1,0.001,0.047619,0,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.1923,1,0.001,0.047619,0,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.3077,1,0.001,0.047619,0,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.7667,1,0.002,0.029412,0,0,2,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.7333,1,0.001,0.029412,0,0,2,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.7,1,0.002,0.029412,0,0,2,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.4286,1,0.001,0.043478,0,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.2381,1,0.002,0.043478,0,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,unused_vars,low,3.0,0,0,0.381,1,0.001,0.043478,0,0,5,0.7302504816955684,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
mixed,nested_loops,low,6.0,2,1,0.8148,0,0.0,0.0,0,0,5,0.11946050096339114,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
