variant,strategy,pattern,severity,impact_score,line_number,co_occurring_patterns,source_lines,complexity_class,total_suggestions,score
with_branch_noise,reduce_nesting,nested_loops,medium,12.0,10,nested_loops,13,O(n²),1,96.82
small_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
medium_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
large_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
with_setup_noise,reduce_nesting,nested_loops,medium,12.0,7,constant_folding|nested_loops,10,O(n²),2,95.2
with_setup_noise,reduce_nesting,constant_folding,low,2.0,2,constant_folding|nested_loops,10,O(n²),2,95.2
with_branch_noise,reduce_nesting,nested_loops,medium,12.0,10,nested_loops,13,O(n²),1,96.82
small_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
medium_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
large_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
with_setup_noise,reduce_nesting,nested_loops,medium,12.0,7,constant_folding|nested_loops,10,O(n²),2,95.2
with_setup_noise,reduce_nesting,constant_folding,low,2.0,2,constant_folding|nested_loops,10,O(n²),2,95.2
with_branch_noise,reduce_nesting,nested_loops,medium,12.0,10,nested_loops,13,O(n²),1,96.82
small_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
medium_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
large_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
with_setup_noise,reduce_nesting,nested_loops,medium,12.0,7,constant_folding|nested_loops,10,O(n²),2,95.2
with_setup_noise,reduce_nesting,constant_folding,low,2.0,2,constant_folding|nested_loops,10,O(n²),2,95.2
with_branch_noise,reduce_nesting,nested_loops,medium,12.0,10,nested_loops,13,O(n²),1,96.82
small_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
medium_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
large_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
with_setup_noise,reduce_nesting,nested_loops,medium,12.0,7,constant_folding|nested_loops,10,O(n²),2,95.2
with_setup_noise,reduce_nesting,constant_folding,low,2.0,2,constant_folding|nested_loops,10,O(n²),2,95.2
with_branch_noise,reduce_nesting,nested_loops,medium,12.0,10,nested_loops,13,O(n²),1,96.82
small_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
medium_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
large_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
with_setup_noise,reduce_nesting,nested_loops,medium,12.0,7,constant_folding|nested_loops,10,O(n²),2,95.2
with_setup_noise,reduce_nesting,constant_folding,low,2.0,2,constant_folding|nested_loops,10,O(n²),2,95.2
with_branch_noise,reduce_nesting,nested_loops,medium,12.0,10,nested_loops,13,O(n²),1,96.82
small_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
medium_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
large_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
with_setup_noise,reduce_nesting,nested_loops,medium,12.0,7,constant_folding|nested_loops,10,O(n²),2,95.2
with_setup_noise,reduce_nesting,constant_folding,low,2.0,2,constant_folding|nested_loops,10,O(n²),2,95.2
with_branch_noise,reduce_nesting,nested_loops,medium,12.0,10,nested_loops,13,O(n²),1,96.82
small_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
medium_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
large_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
with_setup_noise,reduce_nesting,nested_loops,medium,12.0,7,constant_folding|nested_loops,10,O(n²),2,95.2
with_setup_noise,reduce_nesting,constant_folding,low,2.0,2,constant_folding|nested_loops,10,O(n²),2,95.2
with_branch_noise,reduce_nesting,nested_loops,medium,12.0,10,nested_loops,13,O(n²),1,96.82
small_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
medium_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
large_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
with_setup_noise,reduce_nesting,nested_loops,medium,12.0,7,constant_folding|nested_loops,10,O(n²),2,95.2
with_setup_noise,reduce_nesting,constant_folding,low,2.0,2,constant_folding|nested_loops,10,O(n²),2,95.2
with_branch_noise,reduce_nesting,nested_loops,medium,12.0,10,nested_loops,13,O(n²),1,96.82
small_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
medium_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
large_input,reduce_nesting,nested_loops,medium,12.0,5,nested_loops,7,O(n²),1,94.57
with_setup_noise,reduce_nesting,nested_loops,medium,12.0,7,constant_folding|nested_loops,10,O(n²),2,95.2
with_setup_noise,reduce_nesting,constant_folding,low,2.0,2,constant_folding|nested_loops,10,O(n²),2,95.2
with_branch_noise,reduce_nesting,nested_loops,medium,12.0,10,nested_loops,13,O(n²),1,96.82
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
small_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
medium_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,loop_invariant,medium,8.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
large_input,hoist_invariant,constant_folding,low,2.0,5,constant_folding|loop_invariant,7,O(n),2,95.14
with_setup_noise,hoist_invariant,loop_invariant,medium,8.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,2,constant_folding|loop_invariant,10,O(n),3,95.6
with_setup_noise,hoist_invariant,constant_folding,low,2.0,7,constant_folding|loop_invariant,10,O(n),3,95.6
with_branch_noise,hoist_invariant,loop_invariant,medium,8.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
with_branch_noise,hoist_invariant,constant_folding,low,2.0,10,constant_folding|loop_invariant,13,O(n),2,97.33
small_input,cache_repeated_computation,hot_loop,medium,10.0,50,hot_loop|repeated_computation,55,O(n),4,98.44
small_input,cache_repeated_computation,repeated_computation,medium,8.0,52,hot_loop|repeated_computation,55,O(n),4,98.44
small_input,cache_repeated_computation,repeated_computation,medium,8.0,52,hot_loop|repeated_computation,55,O(n),4,98.44
small_input,cache_repeated_computation,repeated_computation,medium,8.0,52,hot_loop|repeated_computation,55,O(n),4,98.44
medium_input,cache_repeated_computation,hot_loop,medium,10.0,50,hot_loop|repeated_computation,55,O(n),4,98.44
medium_input,cache_repeated_computation,repeated_computation,medium,8.0,52,hot_loop|repeated_computation,55,O(n),4,98.44
medium_input,cache_repeated_computation,repeated_computation,medium,8.0,52,hot_loop|repeated_computation,55,O(n),4,98.44
medium_input,cache_repeated_computation,repeated_computation,medium,8.0,52,hot_loop|repeated_computation,55,O(n),4,98.44
large_input,cache_repeated_computation,hot_loop,medium,10.0,50,hot_loop|repeated_computation,55,O(n),4,98.44
